Title,Link,Publisher,Journal,Author Order,Authors,Year,DOI,Quartile,Researcher Name,Researcher ID,Affiliation,Department
Transglobal leadership approach to sustainable tourism competitiveness at tourism sector-engaged MSMEs through integrated human resource performance and responsible marketing,https://www.scopus.com/record/display.uri?eid=2-s2.0-85085910318&origin=resultslist,International Journal of Tourism Cities,International Journal of Tourism Cities,Author Order : 1 of 1,N/A,2020,N/A,Q2 as Journal,ADYA HERMAWATI,5977530,Universitas Widya Gama,S2 - Manajemen
"Swot analysis utilization in designing performance development strategy for micro, small & medium enterprises in Malang area coordinator",https://www.scopus.com/record/display.uri?eid=2-s2.0-85083436827&origin=resultslist,International Journal of Psychosocial Rehabilitation,International Journal of Psychosocial Rehabilitation,Author Order : 1 of 1,N/A,2020,N/A,no-Q as Journal,ADYA HERMAWATI,5977530,Universitas Widya Gama,S2 - Manajemen
The implementation of dynamic capabilities for SMEs in creating innovation,https://www.scopus.com/record/display.uri?eid=2-s2.0-85081359381&origin=resultslist,Journal of Workplace Learning,Journal of Workplace Learning,Author Order : 1 of 1,N/A,2020,N/A,Q2 as Journal,ADYA HERMAWATI,5977530,Universitas Widya Gama,S2 - Manajemen
Identify strategies for cooperatives in East Java with analytic hierarchical process,https://www.scopus.com/record/display.uri?eid=2-s2.0-85082179778&origin=resultslist,International Journal of Development Issues,International Journal of Development Issues,Author Order : 1 of 1,N/A,2020,N/A,Q2 as Journal,ADYA HERMAWATI,5977530,Universitas Widya Gama,S2 - Manajemen
Concept of telemarketing study and its type and importance,https://www.scopus.com/record/display.uri?eid=2-s2.0-85077683428&origin=resultslist,Journal of Critical Reviews,Journal of Critical Reviews,Author Order : 1 of 1,N/A,2019,N/A,Q3 as Journal,ADYA HERMAWATI,5977530,Universitas Widya Gama,S2 - Manajemen
"Performance maximization strategy of micro, small & medium enterprises through the implementation of quality of work life and job involvement",https://www.scopus.com/record/display.uri?eid=2-s2.0-85076609450&origin=resultslist,Journal of Advanced Research in Dynamical and Control Systems,Journal of Advanced Research in Dynamical and Control Systems,Author Order : 1 of 1,N/A,2019,N/A,Q4 as Journal,ADYA HERMAWATI,5977530,Universitas Widya Gama,S2 - Manajemen
"Importance performance analysis on expectancy and reality levels of tourists and employees of the micro, small & medium enterprises of tourism sector",https://www.scopus.com/record/display.uri?eid=2-s2.0-85075567774&origin=resultslist,Journal of Advanced Research in Dynamical and Control Systems,Journal of Advanced Research in Dynamical and Control Systems,Author Order : 1 of 1,N/A,2019,N/A,Q4 as Journal,ADYA HERMAWATI,5977530,Universitas Widya Gama,S2 - Manajemen
The transglobal leadership-based strategy of MSMEs performance optimization of Malang Raya and the implementation of quality of work life,https://www.scopus.com/record/display.uri?eid=2-s2.0-85064741735&origin=resultslist,Research Journal of Textile and Apparel,Research Journal of Textile and Apparel,Author Order : 1 of 1,N/A,2019,N/A,Q3 as Journal,ADYA HERMAWATI,5977530,Universitas Widya Gama,S2 - Manajemen
"Mediation effect of quality of worklife, job involvement, and organizational citizenship behavior in relationship between transglobal leadership to employee performance",https://www.scopus.com/record/display.uri?eid=2-s2.0-85048246276&origin=resultslist,International Journal of Law and Management,International Journal of Law and Management,Author Order : 1 of 1,N/A,2017,N/A,Q3 as Journal,ADYA HERMAWATI,5977530,Universitas Widya Gama,S2 - Manajemen
"The relationship between empowerment to quality of work life, trust, satisfation, commitment and performance (case study in sharia bank in East Java, Indonesia)",https://www.scopus.com/record/display.uri?eid=2-s2.0-85006168512&origin=resultslist,International Journal of Applied Business and Economic Research,International Journal of Applied Business and Economic Research,Author Order : 1 of 1,N/A,2015,N/A,Q4 as Journal,ADYA HERMAWATI,5977530,Universitas Widya Gama,S2 - Manajemen
The effects of QWL mediation and work involvement in the effect of KT to employees' performances (A study on Islamic Bank in East Java),https://www.scopus.com/record/display.uri?eid=2-s2.0-84937719625&origin=resultslist,International Journal of Economic Research,International Journal of Economic Research,Author Order : 1 of 1,N/A,2015,N/A,Q4 as Journal,ADYA HERMAWATI,5977530,Universitas Widya Gama,S2 - Manajemen
