Title,Link,Publisher,Journal,Author Order,Authors,Year,DOI,Quartile
APLIKASI ALAT PABRIK MINI KASCING UNTUK KELOMPOK PEMANFAATAN LIMBAH ORGANIK,https://garuda.kemdikbud.go.id/documents/detail/3363203,Panrita Abdi - Jurnal Pengabdian pada Masyarakat Vol. 7 No. 2 (2023): Jurnal Panrita Abdi - April 2023229-237,Panrita Abdi - Jurnal Pengabdian pada Masyarakat Vol. 7 No. 2 (2023): Jurnal Panrita Abdi - April 2023229-237,Author Order : 1 of 3,Panrita Abdi - Jurnal Pengabdian pada Masyarakat Vol. 7 No. 2 (2023): Jurnal Panrita Abdi - April 2023229-237,2023,DOI: 10.20956/pa.v7i2.18521,Accred : Sinta 4
SEGMENTASI CITRA BURUNG LOVEBIRD MENGGUNAKAN K-MEANS,https://garuda.kemdikbud.go.id/documents/detail/3371916,JATISI (Jurnal Teknik Informatika dan Sistem Informasi) Vol 10 No 1 (2023): JATISI (Jurnal Teknik Informatika dan Sistem Informasi)706-718,JATISI (Jurnal Teknik Informatika dan Sistem Informasi) Vol 10 No 1 (2023): JATISI (Jurnal Teknik Informatika dan Sistem Informasi)706-718,Author Order : 1 of 3,JATISI (Jurnal Teknik Informatika dan Sistem Informasi) Vol 10 No 1 (2023): JATISI (Jurnal Teknik Informatika dan Sistem Informasi)706-718,2023,DOI: 10.35957/jatisi.v10i1.3452,Accred : Sinta 5
PENINGKATAN MANAJEMEN KEUANGAN DAN PEMASARAN PADA UKM UBI JALAR BERBASIS WEB,https://garuda.kemdikbud.go.id/documents/detail/3568147,Jurnal Pengabdian Masyarakat Multidisiplin Vol 6 No 3 (2023): Juni242-247,Jurnal Pengabdian Masyarakat Multidisiplin Vol 6 No 3 (2023): Juni242-247,Author Order : 1 of 3,Jurnal Pengabdian Masyarakat Multidisiplin Vol 6 No 3 (2023): Juni242-247,2023,DOI: 10.36341/jpm.v6i3.3115,Accred : Sinta 5
Image Classification of Tempe Fermentation Maturity Using NaÃ¯ve Bayes Based on Linear Discriminant Analysis,https://garuda.kemdikbud.go.id/documents/detail/3582970,"JOURNAL OF SCIENCE AND APPLIED ENGINEERING Vol 6, No 1 (2023): JSAE22-30","JOURNAL OF SCIENCE AND APPLIED ENGINEERING Vol 6, No 1 (2023): JSAE22-30",Author Order : 1 of 3,"JOURNAL OF SCIENCE AND APPLIED ENGINEERING Vol 6, No 1 (2023): JSAE22-30",2023,DOI: 10.31328/jsae.v6i1.4655,Accred : Sinta 4
Identification of Tempe Fermentation Maturity Using Principal Component Analysis and K-Nearest Neighbor,https://garuda.kemdikbud.go.id/documents/detail/3230288,"Sinkron : jurnal dan penelitian teknik informatika Vol. 7 No. 1 (2023): Articles Research Volume 7 Issue 1, 2023286-294","Sinkron : jurnal dan penelitian teknik informatika Vol. 7 No. 1 (2023): Articles Research Volume 7 Issue 1, 2023286-294",Author Order : 1 of 3,"Sinkron : jurnal dan penelitian teknik informatika Vol. 7 No. 1 (2023): Articles Research Volume 7 Issue 1, 2023286-294",2023,DOI: 10.33395/sinkron.v8i1.12006,Accred : Sinta 3
Implementation of Batik Dyeing Tools to Increase the Productivity of the Coloring Process in Batik SMEs,https://garuda.kemdikbud.go.id/documents/detail/3598293,IJCS: International Journal of Community Service Vol. 2 No. 1 (2023): IJCS: International Journal of Community Service57-65,IJCS: International Journal of Community Service Vol. 2 No. 1 (2023): IJCS: International Journal of Community Service57-65,Author Order : 1 of 3,IJCS: International Journal of Community Service Vol. 2 No. 1 (2023): IJCS: International Journal of Community Service57-65,2023,DOI: 10.55299/ijcs.v2i1.395,Accred : Unknown
Classifying Dental Caries Types Using Panoramic Dental Images Using Watershed Method and Multiclass Support Vector Machine,https://garuda.kemdikbud.go.id/documents/detail/4532156,TEKNOLOGI DITERAPKAN DAN JURNAL SAINS KOMPUTER Vol 6 No 2 (2023): December143-151,TEKNOLOGI DITERAPKAN DAN JURNAL SAINS KOMPUTER Vol 6 No 2 (2023): December143-151,Author Order : 1 of 3,TEKNOLOGI DITERAPKAN DAN JURNAL SAINS KOMPUTER Vol 6 No 2 (2023): December143-151,2023,DOI: 10.33086/atcsj.v6i2.5910,Accred : Sinta 4
Improvement of Starling Image Classification with Gabor and Wavelet Based on Artificial Neural Network,https://garuda.kemdikbud.go.id/documents/detail/4533077,"JOIV : International Journal on Informatics Visualization Vol 7, No 4 (2023)2344-2350","JOIV : International Journal on Informatics Visualization Vol 7, No 4 (2023)2344-2350",Author Order : 1 of 3,"JOIV : International Journal on Informatics Visualization Vol 7, No 4 (2023)2344-2350",2023,DOI: 10.62527/joiv.7.4.1381,Accred : Sinta 1
Literasi Teknologi untuk Budidaya Jamur,https://garuda.kemdikbud.go.id/documents/detail/2901417,Jurnal Abdimas Mahakam Vol. 6 No. 02 (2022): Juli180-190,Jurnal Abdimas Mahakam Vol. 6 No. 02 (2022): Juli180-190,Author Order : 1 of 3,Jurnal Abdimas Mahakam Vol. 6 No. 02 (2022): Juli180-190,2022,DOI: 10.24903/jam.v6i02.1513,Accred : Sinta 4
DESAIN SISTEM PENENTUAN NILAI BONUS GAJI AKHIR TAHUN MENGGUNAKAN NAIVE BAYES DAN FUZZY MAMDANI,https://garuda.kemdikbud.go.id/documents/detail/3338746,"Prosidia Widya Saintek Vol 1, No 1 (2022)1-8","Prosidia Widya Saintek Vol 1, No 1 (2022)1-8",Author Order : 1 of 3,"Prosidia Widya Saintek Vol 1, No 1 (2022)1-8",2022,DOI: -,Accred : Unknown
Klasifikasi Citra Burung Jalak Menggunakan Artificial Neural Network dan Random Forest,https://garuda.kemdikbud.go.id/documents/detail/3954907,"JEPIN (Jurnal Edukasi dan Penelitian Informatika) Vol 8, No 2 (2022): Volume 8 No 2255 - 268","JEPIN (Jurnal Edukasi dan Penelitian Informatika) Vol 8, No 2 (2022): Volume 8 No 2255 - 268",Author Order : 1 of 1,"JEPIN (Jurnal Edukasi dan Penelitian Informatika) Vol 8, No 2 (2022): Volume 8 No 2255 - 268",2022,DOI: 10.26418/jp.v8i2.53480,Accred : Sinta 2
Klasifikasi Citra Burung Lovebird Menggunakan Decision Tree dengan Empat Jenis Evaluasi,https://garuda.kemdikbud.go.id/documents/detail/2217525,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 5 No 4 (2021): Agustus 2021688 - 696,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 5 No 4 (2021): Agustus 2021688 - 696,Author Order : 1 of 1,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 5 No 4 (2021): Agustus 2021688 - 696,2021,DOI: 10.29207/resti.v5i4.3210,Accred : Unknown
Klasifikasi Citra Burung Lovebird Menggunakan Decision Tree dengan Empat Jenis Evaluasi,https://garuda.kemdikbud.go.id/documents/detail/2231097,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 5 No 4 (2021): Agustus 2021688 - 696,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 5 No 4 (2021): Agustus 2021688 - 696,Author Order : 1 of 1,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 5 No 4 (2021): Agustus 2021688 - 696,2021,DOI: 10.29207/resti.v5i4.3210,Accred : Sinta 2
APLIKASI MESIN PENGEMAS UNTUK UKM PRODUK HERBAL ANGKUNG DAN CACING,https://garuda.kemdikbud.go.id/documents/detail/2243337,Panrita Abdi - Jurnal Pengabdian pada Masyarakat Vol. 5 No. 4 (2021): Jurnal Panrita Abdi - Oktober 2021553-560,Panrita Abdi - Jurnal Pengabdian pada Masyarakat Vol. 5 No. 4 (2021): Jurnal Panrita Abdi - Oktober 2021553-560,Author Order : 1 of 1,Panrita Abdi - Jurnal Pengabdian pada Masyarakat Vol. 5 No. 4 (2021): Jurnal Panrita Abdi - Oktober 2021553-560,2021,DOI: 10.20956/pa.v5i4.12152,Accred : Sinta 4
Temu Kembali Kemiripan Motif Citra Tenun Menggunakan Transformasi Wavelet Diskrit Dan GLCM,https://garuda.kemdikbud.go.id/documents/detail/2290335,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 5 No 5 (2021): Oktober2021958 - 966,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 5 No 5 (2021): Oktober2021958 - 966,Author Order : 1 of 1,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 5 No 5 (2021): Oktober2021958 - 966,2021,DOI: 10.29207/resti.v5i5.3484,Accred : Sinta 2
Temu Kembali Kemiripan Motif Citra Tenun Menggunakan Transformasi Wavelet Diskrit Dan GLCM,https://garuda.kemdikbud.go.id/documents/detail/2320165,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 5 No 5 (2021): Oktober2021958 - 966,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 5 No 5 (2021): Oktober2021958 - 966,Author Order : 1 of 1,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 5 No 5 (2021): Oktober2021958 - 966,2021,DOI: 10.29207/resti.v5i5.3484,Accred : Unknown
Klasifikasi Kualitas Biji Kopi Menggunakan MultilayerPerceptron Berbasis Fitur Warna LCH,https://garuda.kemdikbud.go.id/documents/detail/2562312,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 5 No 6 (2021): Desember 20211008 - 1017,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 5 No 6 (2021): Desember 20211008 - 1017,Author Order : 1 of 1,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 5 No 6 (2021): Desember 20211008 - 1017,2021,DOI: 10.29207/resti.v5i6.3438,Accred : Sinta 2
Model Supply Chain Management (SCM) Pada Pupuk Organik Berbahan Cacing,https://garuda.kemdikbud.go.id/documents/detail/1477480,"JOINTECS (Journal of Information Technology and Computer Science) Vol 5, No 1 (2020)33-40","JOINTECS (Journal of Information Technology and Computer Science) Vol 5, No 1 (2020)33-40",Author Order : 1 of 1,"JOINTECS (Journal of Information Technology and Computer Science) Vol 5, No 1 (2020)33-40",2020,DOI: 10.31328/jointecs.v5i1.1198,Accred : Sinta 4
APLIKASI TEKNOLOGI TEPAT GUNA UNTUK UMKM PENGOLAHAN SAMPAH ORGANIK SEBAGAI PAKAN CACING,https://garuda.kemdikbud.go.id/documents/detail/1472667,Panrita Abdi - Jurnal Pengabdian pada Masyarakat Vol. 4 No. 2 (2020): Jurnal Panrita Abdi - Juni 2020205-215,Panrita Abdi - Jurnal Pengabdian pada Masyarakat Vol. 4 No. 2 (2020): Jurnal Panrita Abdi - Juni 2020205-215,Author Order : 1 of 1,Panrita Abdi - Jurnal Pengabdian pada Masyarakat Vol. 4 No. 2 (2020): Jurnal Panrita Abdi - Juni 2020205-215,2020,DOI: 10.20956/pa.v4i2.7340,Accred : Sinta 4
Pengurangan Noise Pada RTL-SDR Menggunakan Least Mean Square Dan Recursive Least Square,https://garuda.kemdikbud.go.id/documents/detail/1616049,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 4 No 2 (2020): April 2020286 - 295,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 4 No 2 (2020): April 2020286 - 295,Author Order : 1 of 1,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 4 No 2 (2020): April 2020286 - 295,2020,DOI: 10.29207/resti.v4i2.1667,Accred : Sinta 2
Pemberdayaan kepada Kelompok Pengolah Sampah Organik sebagai Pakan Cacing di Kecamatan Sukun Kota Malang,https://garuda.kemdikbud.go.id/documents/detail/1735537,Jurnal Abdimas Mahakam Vol. 4 No. 1 (2020): Januari44-53,Jurnal Abdimas Mahakam Vol. 4 No. 1 (2020): Januari44-53,Author Order : 1 of 3,Jurnal Abdimas Mahakam Vol. 4 No. 1 (2020): Januari44-53,2020,DOI: 10.24903/jam.v4i1.753,Accred : Sinta 5
Pengurangan Noise Pada RTL-SDR Menggunakan Least Mean Square Dan Recursive Least Square,https://garuda.kemdikbud.go.id/documents/detail/1894186,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 4 No 2 (2020): April 2020286 - 295,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 4 No 2 (2020): April 2020286 - 295,Author Order : 1 of 3,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 4 No 2 (2020): April 2020286 - 295,2020,DOI: 10.29207/resti.v4i2.1667,Accred : Unknown
Pengurangan Noise Pada RTL-SDR Menggunakan Least Mean Square Dan Recursive Least Square,https://garuda.kemdikbud.go.id/documents/detail/1880900,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 4 No 2 (2020): April 2020286 - 295,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 4 No 2 (2020): April 2020286 - 295,Author Order : 1 of 3,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 4 No 2 (2020): April 2020286 - 295,2020,DOI: 10.29207/resti.v4i2.1667,Accred : Unknown
Pengurangan Noise Pada RTL-SDR Menggunakan Least Mean Square Dan Recursive Least Square,https://garuda.kemdikbud.go.id/documents/detail/1979959,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 4 No 2 (2020): April 2020286 - 295,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 4 No 2 (2020): April 2020286 - 295,Author Order : 1 of 3,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 4 No 2 (2020): April 2020286 - 295,2020,DOI: 10.29207/resti.v4i2.1667,Accred : Sinta 2
PELATIHAN DESAIN KEMASAN PRODUK UNTUK UKM PRODUK HERBAL DAN ORGANIK,https://garuda.kemdikbud.go.id/documents/detail/2045974,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2020 ""Peranan Strategis Teknologi Dalam Kehidupan di Era New Normal""1185-1190","Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2020 ""Peranan Strategis Teknologi Dalam Kehidupan di Era New Normal""1185-1190",Author Order : 1 of 3,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2020 ""Peranan Strategis Teknologi Dalam Kehidupan di Era New Normal""1185-1190",2020,DOI: -,Accred : Unknown
Deteksi Puncak Amplitudo dan Durasi Gelombang QRS Elektrokardiogram Menggunakan Discrete Data,https://garuda.kemdikbud.go.id/documents/detail/1979957,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 4 No 3 (2020): Juni 2020438 - 446,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 4 No 3 (2020): Juni 2020438 - 446,Author Order : 1 of 3,Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi) Vol 4 No 3 (2020): Juni 2020438 - 446,2020,DOI: 10.29207/resti.v4i3.1658,Accred : Sinta 2
OPTIMISASI PARAMETER SUPPORT VECTOR MACHINE BERBASIS ALGORITMA GENETIKA PADA KLASIFIKASI TEKS PENGADUAN MASYARAKAT,https://garuda.kemdikbud.go.id/documents/detail/2459626,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2020 ""Peranan Strategis Teknologi Dalam Kehidupan di Era New Normal""481-488","Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2020 ""Peranan Strategis Teknologi Dalam Kehidupan di Era New Normal""481-488",Author Order : 1 of 3,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2020 ""Peranan Strategis Teknologi Dalam Kehidupan di Era New Normal""481-488",2020,DOI: -,Accred : Unknown
Design and Development of Automation System for Measurement of Flow Nozzle Robot Spray Based on Programmable Logic Controller and Human Machine Interface at PT ADM Casting Plant,https://garuda.kemdikbud.go.id/documents/detail/2128403,SYSTEMATICS Vol 2 No 2 (2020): August 202058-64,SYSTEMATICS Vol 2 No 2 (2020): August 202058-64,Author Order : 1 of 3,SYSTEMATICS Vol 2 No 2 (2020): August 202058-64,2020,DOI: 10.35706/sys.v2i2.3771,Accred : Sinta 5
Penerapan Algoritma Djikstra Pada Sistem Monitoring Petugas Lapangan Pemkab Bekasi Berbasis Android,https://garuda.kemdikbud.go.id/documents/detail/1477484,"JOINTECS (Journal of Information Technology and Computer Science) Vol 4, No 3 (2019)95-102","JOINTECS (Journal of Information Technology and Computer Science) Vol 4, No 3 (2019)95-102",Author Order : 1 of 3,"JOINTECS (Journal of Information Technology and Computer Science) Vol 4, No 3 (2019)95-102",2019,DOI: 10.31328/jointecs.v4i3.1078,Accred : Sinta 4
Pemasaran Pakan Cacing Berbahan Sampah Organik Menggunakan Fanspage Di Kecamatan Sukun Kota Malang,https://garuda.kemdikbud.go.id/documents/detail/1477472,"JOINTECS (Journal of Information Technology and Computer Science) Vol 4, No 3 (2019)111-116","JOINTECS (Journal of Information Technology and Computer Science) Vol 4, No 3 (2019)111-116",Author Order : 1 of 3,"JOINTECS (Journal of Information Technology and Computer Science) Vol 4, No 3 (2019)111-116",2019,DOI: 10.31328/jointecs.v4i3.1193,Accred : Sinta 4
Model Pengolahan Kas UMKM Sampah Organik untuk Pakan Cacing menggunakan Finite State Automata,https://garuda.kemdikbud.go.id/documents/detail/1478009,"Jurnal Ilmiah FIFO Vol 11, No 2 (2019)165-174","Jurnal Ilmiah FIFO Vol 11, No 2 (2019)165-174",Author Order : 1 of 4,"Jurnal Ilmiah FIFO Vol 11, No 2 (2019)165-174",2019,DOI: 10.22441/fifo.2019.v11i2.006,Accred : Sinta 4
PEMBUATAN FANSPAGE UNTUK PEMASARAN PUPUK BERBAHAN CACING DI KECAMATAN SUKUN KOTA MALANG,https://garuda.kemdikbud.go.id/documents/detail/1252292,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2019 ""Inovasi Cerdas dan Teknologi Hijau untuk Industri 4.0""PTR 143-150","Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2019 ""Inovasi Cerdas dan Teknologi Hijau untuk Industri 4.0""PTR 143-150",Author Order : 1 of 4,"Conference on Innovation and Application of Science and Technology (CIASTECH) CIASTECH 2019 ""Inovasi Cerdas dan Teknologi Hijau untuk Industri 4.0""PTR 143-150",2019,DOI: -,Accred : Unknown
Penerapan Teknologi Untuk Mengontrol Suhu Dan Kelembaban Pada Budidaya Ayam Jenis Petelor,https://garuda.kemdikbud.go.id/documents/detail/1660155,"JURNAL APLIKASI DAN INOVASI IPTEKS ""SOLIDITAS"" (J-SOLID) Vol 2, No 2 (2019): Jurnal Aplikasi Dan Inovasi Ipteks SOLIDITAS43-49","JURNAL APLIKASI DAN INOVASI IPTEKS ""SOLIDITAS"" (J-SOLID) Vol 2, No 2 (2019): Jurnal Aplikasi Dan Inovasi Ipteks SOLIDITAS43-49",Author Order : 1 of 4,"JURNAL APLIKASI DAN INOVASI IPTEKS ""SOLIDITAS"" (J-SOLID) Vol 2, No 2 (2019): Jurnal Aplikasi Dan Inovasi Ipteks SOLIDITAS43-49",2019,DOI: 10.31328/js.v2i2.1340,Accred : Sinta 5
RTL-SDR Audio Signal Optimization Using Noise Reduction and Fast Fourier Transforms,https://garuda.kemdikbud.go.id/documents/detail/2363014,International Conference on Industrial Revolution for Polytechnic Education Vol. 1 No. 1 (2019): International Conference on Industrial Revolution for Polytechnic Education,International Conference on Industrial Revolution for Polytechnic Education Vol. 1 No. 1 (2019): International Conference on Industrial Revolution for Polytechnic Education,Author Order : 1 of 4,International Conference on Industrial Revolution for Polytechnic Education Vol. 1 No. 1 (2019): International Conference on Industrial Revolution for Polytechnic Education,2019,DOI: -,Accred : Unknown
